site,date,n,CO2_mean,CO2_sd,month,season,total_mean_co2
1,2022-06-06,3,20.19825353,0.9433069133439959,6,open,21.192612027166668
1,2022-06-13,3,16.280416426666665,0.07882486411350476,6,open,13.377299434
1,2022-06-20,3,17.193794606666668,0.03372601211541759,6,open,11.2633616034375
1,2022-06-28,3,13.29730964,0.09245501431756864,6,open,8.771627900833334
1,2022-07-13,3,7.524046583666666,0.9015604103109659,7,open,10.605543713291667
1,2022-07-21,3,7.276751834333333,0.22834913732779438,7,open,9.594915448750001
1,2022-07-28,3,7.022397293333333,0.5287817445912315,7,open,6.075076026416666
1,2022-08-04,3,5.668343721333334,0.3021023184779741,8,open,7.202241165625001
1,2022-08-12,3,5.169682456333333,0.028306075712178757,8,open,4.400156042416667
1,2022-08-18,3,4.698344664666666,0.17486170363330517,8,open,3.6194348265833334
1,2022-09-09,3,7.9715535950000005,2.323626607679891,9,open,14.461023820291667
1,2022-09-23,3,14.83499355,0.6775956124152497,9,open,15.200654667458334
1,2022-10-19,3,18.262036643333335,0.17569617955969158,10,open,17.51841164625
1,2022-10-28,3,15.634190356666666,0.30184094106392634,10,open,15.144538195041667
1,2023-01-23,2,9.1238094615,1.6816636046179994,1,ice,21.122625739770832
1,2023-02-10,3,13.218000486666666,3.3408415755366616,2,ice,43.54391747083333
1,2023-02-17,3,17.38567775,0.47308151284373434,2,ice,77.52324560458334
1,2023-03-23,3,52.62716123333333,0.6352548696154969,3,open,49.63556611875
1,2023-04-07,3,32.350825953333334,0.27262333519449494,4,open,30.462882309166666
1,2023-04-27,3,28.33127139,0.056518634292882196,4,open,28.85335929375
1,2023-05-04,3,27.626542936666667,1.67079113125505,5,open,22.744276107333334
1,2023-05-17,3,33.54819258,0.23712178032083722,5,open,23.614712222708334
2,2022-06-06,3,9.152506097333333,0.05185409576624538,6,open,21.192612027166668
2,2022-06-13,3,6.014937191,0.39340161067521495,6,open,13.377299434
2,2022-06-20,3,3.52631328,0.7837842347393517,6,open,11.2633616034375
2,2022-06-28,3,9.66689283,0.6636253110654201,6,open,8.771627900833334
2,2022-07-13,3,10.331007773,2.1913396017061886,7,open,10.605543713291667
2,2022-07-21,3,13.6968134,0.8064812894123018,7,open,9.594915448750001
2,2022-07-28,3,7.717309626333333,0.4516627665631857,7,open,6.075076026416666
2,2022-08-04,3,6.363275522333334,0.626254750705978,8,open,7.202241165625001
2,2022-08-12,3,3.906225577333333,0.2957467806823858,8,open,4.400156042416667
2,2022-08-18,3,5.453463445666666,0.1293849594049166,8,open,3.6194348265833334
2,2022-09-09,3,16.05214152,2.1383480775043955,9,open,14.461023820291667
2,2022-09-23,3,10.293789076666666,0.15727329661599637,9,open,15.200654667458334
2,2022-10-19,3,18.767283666666668,0.6015502118626623,10,open,17.51841164625
2,2022-10-28,3,14.35548813,0.24328677321863934,10,open,15.144538195041667
2,2023-01-23,3,18.494240776666665,2.3559171420893317,1,ice,21.122625739770832
2,2023-02-10,3,37.62950198,1.7832779925347262,2,ice,43.54391747083333
2,2023-02-17,3,29.61864206,8.43025950424636,2,ice,77.52324560458334
2,2023-03-23,3,40.07812125,0.5135522681172203,3,open,49.63556611875
2,2023-04-07,3,27.41454082,0.1355822946226898,4,open,30.462882309166666
2,2023-04-27,3,29.135375776666667,2.453135268405539,4,open,28.85335929375
2,2023-05-04,3,15.079470933333333,0.2828881776015303,5,open,22.744276107333334
2,2023-05-17,3,18.50738099666667,0.31169548535264224,5,open,23.614712222708334
3,2022-06-06,3,48.88163941333333,1.1680276909771796,6,open,21.192612027166668
3,2022-06-13,3,17.96009754,1.9503053545204942,6,open,13.377299434
3,2022-06-20,3,28.41611022,4.9326875307578675,6,open,11.2633616034375
3,2022-06-28,3,16.46459633,2.009496442329303,6,open,8.771627900833334
3,2022-07-13,3,22.565877150000002,1.694575651604936,7,open,10.605543713291667
3,2022-07-21,3,34.90563103666667,3.7205055375193075,7,open,9.594915448750001
3,2022-07-28,3,14.91008385,1.4593099180827378,7,open,6.075076026416666
3,2022-08-04,3,19.876981863333334,2.334220681698786,8,open,7.202241165625001
3,2022-08-12,3,6.688286679333333,0.028374699392423385,8,open,4.400156042416667
3,2022-08-18,3,3.750401762666667,1.0206801674112962,8,open,3.6194348265833334
3,2022-09-09,3,63.393981696666664,1.6084621182126793,9,open,14.461023820291667
3,2022-09-23,3,34.55672376333333,5.239583385682999,9,open,15.200654667458334
3,2022-10-19,3,16.98760225,0.1292449310921964,10,open,17.51841164625
3,2022-10-28,3,20.291983026666667,0.11336455574866011,10,open,15.144538195041667
3,2023-01-23,3,11.46228643,0.394895087841052,1,ice,21.122625739770832
3,2023-02-10,3,15.653629116666668,1.637747028292841,2,ice,43.54391747083333
3,2023-02-17,3,26.46733791,1.9507185301459347,2,ice,77.52324560458334
3,2023-03-23,3,43.74449848333333,0.3144903815021142,3,open,49.63556611875
3,2023-04-07,3,34.299073246666666,0.3696411321615096,4,open,30.462882309166666
3,2023-04-27,3,21.948002336666665,0.3974145708446432,4,open,28.85335929375
3,2023-05-04,3,21.46552483,0.8696461243475144,5,open,22.744276107333334
3,2023-05-17,3,22.153791793333333,0.3661774774763664,5,open,23.614712222708334
4,2022-06-06,3,12.121344363333334,0.3107851881931713,6,open,21.192612027166668
4,2022-06-13,3,11.565241353333333,0.02394951978707789,6,open,13.377299434
4,2022-06-20,3,7.969132166666666,0.8137198752442497,6,open,11.2633616034375
4,2022-06-28,3,10.302500018,0.5641928117924286,6,open,8.771627900833334
4,2022-07-13,3,22.488267793333335,5.8254725993496015,7,open,10.605543713291667
4,2022-07-21,3,6.361775115666667,0.11820681652093844,7,open,9.594915448750001
4,2022-07-28,3,5.991123295666666,0.6523457715552213,7,open,6.075076026416666
4,2022-08-04,3,9.652101111666667,1.5157974629641182,8,open,7.202241165625001
4,2022-08-12,3,3.568053729,0.1855936150382029,8,open,4.400156042416667
4,2022-08-18,3,3.122212503666667,0.05944606231049942,8,open,3.6194348265833334
4,2022-09-09,3,5.220586325666667,0.5443503943448038,9,open,14.461023820291667
4,2022-09-23,3,22.450360706666668,0.15842067745300706,9,open,15.200654667458334
4,2022-10-19,3,21.81735125,0.6478161796175771,10,open,17.51841164625
4,2022-10-28,3,19.674826526666667,1.9090634366765233,10,open,15.144538195041667
4,2023-01-23,3,17.102004583333333,3.1128224817369197,1,ice,21.122625739770832
4,2023-02-10,3,19.923759413333332,3.776952208371573,2,ice,43.54391747083333
4,2023-02-17,3,58.78199619666667,14.261183747703914,2,ice,77.52324560458334
4,2023-03-23,3,52.3433633,0.8277238815657363,3,open,49.63556611875
4,2023-04-07,3,27.641247386666667,0.4403342473336397,4,open,30.462882309166666
4,2023-04-27,3,32.848286550000005,0.7131875071724673,4,open,28.85335929375
4,2023-05-04,3,8.410965368666666,0.1203359992844,5,open,22.744276107333334
4,2023-05-17,3,33.63073965333333,0.3445410285397896,5,open,23.614712222708334
5,2022-06-06,3,25.057971836666667,0.419143951182835,6,open,21.192612027166668
5,2022-06-13,3,17.29414097333333,0.12791692245742758,6,open,13.377299434
5,2022-06-20,3,14.804687826666667,0.17837077740882754,6,open,11.2633616034375
5,2022-06-28,3,8.135653214666666,0.16811285383808516,6,open,8.771627900833334
5,2022-07-13,3,6.315727812666667,0.9506332184604824,7,open,10.605543713291667
5,2022-07-21,3,4.7724952106666665,0.05393910449523801,7,open,9.594915448750001
5,2022-07-28,3,4.389089952,0.3782830329350689,7,open,6.075076026416666
5,2022-08-04,3,4.7925397830000005,0.5969821357805978,8,open,7.202241165625001
5,2022-08-12,3,5.379996387333334,0.10611815522185292,8,open,4.400156042416667
5,2022-08-18,3,5.217023939,0.06754607372883224,8,open,3.6194348265833334
5,2022-09-09,3,6.526586515666667,0.544277120733099,9,open,14.461023820291667
5,2022-09-23,3,9.871834213666666,0.10842907218807031,9,open,15.200654667458334
5,2022-10-19,3,15.73506109,0.055928291857643427,10,open,17.51841164625
5,2022-10-28,3,15.500184276666667,0.48046686204629707,10,open,15.144538195041667
5,2023-01-23,3,15.1737568,3.2959398623398286,1,ice,21.122625739770832
5,2023-02-10,3,16.796156189999998,0.8576524040849177,2,ice,43.54391747083333
5,2023-02-17,3,35.889624223333335,1.096888697492071,2,ice,77.52324560458334
5,2023-03-23,3,52.13491195666667,0.7112401593792533,3,open,49.63556611875
5,2023-04-07,3,30.289153419999998,0.24907521283290787,4,open,30.462882309166666
5,2023-04-27,3,30.15835392,0.36639957921467475,4,open,28.85335929375
5,2023-05-04,3,27.091546393333335,0.1671347796734629,5,open,22.744276107333334
5,2023-05-17,3,28.663291873333332,0.2497174883812531,5,open,23.614712222708334
6,2022-06-06,3,20.43758142,0.09904440669505724,6,open,21.192612027166668
6,2022-06-13,3,6.394323227666667,0.47593799339081533,6,open,13.377299434
6,2022-06-20,3,4.950680008,0.12464135839308013,6,open,11.2633616034375
6,2022-06-28,3,0.509682318,0.14428561020887998,6,open,8.771627900833334
6,2022-07-13,3,4.625560545,0,7,open,10.605543713291667
6,2022-07-21,3,0.5783845160000001,0.1650546272333414,7,open,9.594915448750001
6,2022-07-28,3,0.240778148,0,7,open,6.075076026416666
6,2022-08-04,3,3.5476716306666667,0.032545885564159376,8,open,7.202241165625001
6,2022-08-12,3,3.7395715413333335,0.00951201150066949,8,open,4.400156042416667
6,2022-08-18,3,0.682880881,0.13641718623894725,8,open,3.6194348265833334
6,2022-09-09,3,4.7196965943333336,0.15350106469182256,9,open,14.461023820291667
6,2022-09-23,3,7.386489245666667,0.2858155749443335,9,open,15.200654667458334
6,2022-10-19,3,11.727195953333334,0.2369002180064605,10,open,17.51841164625
6,2022-10-28,3,7.809349873666667,0.057515332198215405,10,open,15.144538195041667
6,2023-01-23,3,38.70292968333333,1.8407696526107662,1,ice,21.122625739770832
6,2023-02-10,3,117.93525903333332,10.587871571887536,2,ice,43.54391747083333
6,2023-02-17,3,216.9643693,2.5960179617150105,2,ice,77.52324560458334
6,2023-03-23,3,47.87425524,0.32019290133913236,3,open,49.63556611875
6,2023-04-07,3,41.15062862333333,0.4336506920150174,4,open,30.462882309166666
6,2023-04-27,3,30.982536033333332,0.2684971286080095,4,open,28.85335929375
6,2023-05-04,3,29.593212646666668,0.30065895968011425,5,open,22.744276107333334
6,2023-05-17,3,23.72154129,0.17468518335578595,5,open,23.614712222708334
7,2022-06-06,3,16.195710253333335,0.4859401828648655,6,open,21.192612027166668
7,2022-06-13,3,18.56498752,0.38226355377514715,6,open,13.377299434
7,2022-06-20,2,6.1746817995,0.2690858772146363,6,open,11.2633616034375
7,2022-06-28,3,6.188943417333333,0.1141988632780523,6,open,8.771627900833334
7,2022-07-13,3,6.22767935,0,7,open,10.605543713291667
7,2022-07-21,3,3.862416878,0.8071225229641005,7,open,9.594915448750001
7,2022-07-28,3,3.8279500006666667,0.7997973705593008,7,open,6.075076026416666
7,2022-08-04,3,2.821463212,0,8,open,7.202241165625001
7,2022-08-12,3,1.9360539589999999,0.44254351815540466,8,open,4.400156042416667
7,2022-08-18,3,2.529603707333333,0.10892316622766474,8,open,3.6194348265833334
7,2022-09-09,3,5.557940450666666,0.21349606396018586,9,open,14.461023820291667
7,2022-09-23,3,7.4417993036666665,0.2572415274516363,9,open,15.200654667458334
7,2022-10-19,3,17.040926946666666,0.26830486560647654,10,open,17.51841164625
7,2022-10-28,3,12.158657250000001,0.05860355810073381,10,open,15.144538195041667
7,2023-01-23,3,27.273756926666668,0.8501695447335224,1,ice,21.122625739770832
7,2023-02-10,3,105.85451266666666,4.011519881844179,2,ice,43.54391747083333
7,2023-02-17,3,171.23359593333333,4.868192442162233,2,ice,77.52324560458334
7,2023-03-23,3,53.78473257666667,0.45095427360146384,3,open,49.63556611875
7,2023-04-07,3,31.307200016666666,0.5226923575087742,4,open,30.462882309166666
7,2023-04-27,3,33.77538200666667,0.3765919257398094,4,open,28.85335929375
7,2023-05-04,3,27.2023081,1.1839649001811146,5,open,22.744276107333334
7,2023-05-17,3,19.17666507,0.07281407645506613,5,open,23.614712222708334
8,2022-06-06,3,17.495889303333332,0.285170162965454,6,open,21.192612027166668
8,2022-06-13,3,12.94425124,0.37878101342323595,6,open,13.377299434
8,2022-06-20,3,7.07149292,0.16604299458877086,6,open,11.2633616034375
8,2022-06-28,3,5.607445438666667,0.1294146729747119,6,open,8.771627900833334
8,2022-07-13,3,4.766182698666666,0.1574748560849889,7,open,10.605543713291667
8,2022-07-21,3,5.305055598666667,0.1646803152187895,7,open,9.594915448750001
8,2022-07-28,3,4.501876045333334,0.5534489873168078,7,open,6.075076026416666
8,2022-08-04,3,4.895552480666667,0.2307546886060402,8,open,7.202241165625001
8,2022-08-12,3,4.813378009666667,0.09707454342184003,8,open,4.400156042416667
8,2022-08-18,3,3.5015477086666666,0.11048692390764149,8,open,3.6194348265833334
8,2022-09-09,3,6.245703864333334,0.16821551952468045,9,open,14.461023820291667
8,2022-09-23,3,14.76924748,0.11133681048708544,9,open,15.200654667458334
8,2022-10-19,3,19.80983537,0.39737440409373154,10,open,17.51841164625
8,2022-10-28,3,15.73162612,0.1359887075606839,10,open,15.144538195041667
8,2023-01-23,3,31.648221256666666,7.733009826869638,1,ice,21.122625739770832
8,2023-02-10,3,21.34052088,1.695620306017569,2,ice,43.54391747083333
8,2023-02-17,3,63.844721463333336,13.78115122150845,2,ice,77.52324560458334
8,2023-03-23,3,54.49748491,1.0879768776487884,3,open,49.63556611875
8,2023-04-07,3,19.250389006666666,0.1894236189802102,4,open,30.462882309166666
8,2023-04-27,3,23.647666336666667,0.14532591608158676,4,open,28.85335929375
8,2023-05-04,3,25.48463765,0.6924650635872535,5,open,22.744276107333334
8,2023-05-17,3,9.516094525,0.06633945786484581,5,open,23.614712222708334
