sampledate,site,Depth,Temp_C,pH,DO_mgL,DO_perc,Conductivity,dic
2022-07-07,4,0.75,26.9,8.79,10.02,125,711,NA
2022-07-11,4,0,24.9,8.55,7.12,86.3,723,NA
2022-07-11,4,0.5,24.9,8.52,6.87,83.4,726,NA
2022-07-11,4,0.75,24.8,8.43,6.37,77.2,727,NA
2022-07-13,4,0.5,24,7.74,4.95,59,774,NA
2022-07-18,4,0,27.1,8.93,12.33,155.1,716,NA
2022-07-18,4,0.5,26.5,8.89,11.83,147.4,715,NA
2022-07-21,4,0.5,25.5,8.46,9.72,118.4,741,NA
2022-07-25,4,0,25.9,8.54,7.3,90.6,708,NA
2022-07-25,4,0.5,25.3,8.29,6,73.2,727,NA
2022-07-25,4,0.75,24.6,7.69,4.4,53,735,NA
2022-07-28,4,0.5,25.8,8.85,10.59,135.3,723,NA
2022-08-02,4,0,25.8,8.84,10.3,126.7,721,NA
2022-08-02,4,0.5,25.4,8.44,7.53,90.8,734,NA
2022-08-04,4,0,25,8.62,7.37,89.3,730,NA
2022-08-04,4,0.5,24.5,8.18,3.56,42.5,740,NA
2022-08-04,4,0.75,24.3,7.92,2.63,31.5,746,NA
2022-08-12,4,0,24.7,8.92,10.87,131.4,685,NA
2022-08-12,4,0.5,24.7,8.83,9.93,120.3,689,NA
2022-08-12,4,0.75,24,7.87,4.12,52.1,708,NA
2022-08-16,4,0,23.9,8.77,10.37,124.3,714,NA
2022-08-16,4,0.5,23.8,8.71,9.3,110.5,717,NA
2022-08-16,4,0.75,23.3,8.16,4.5,52.6,727,NA
2022-08-18,4,0,24.9,8.94,11.54,139.6,714,NA
2022-08-18,4,0.5,24.3,8.7,8.38,100.1,721,NA
2022-08-18,4,0.75,23.8,8.18,4.36,52.3,733,NA
2022-09-09,4,0,23.9,8.88,11.83,140.3,624,NA
2022-09-09,4,0.5,22.8,8.23,6.86,80.2,640,NA
2022-09-09,4,0.75,22.6,7.84,3.83,44.6,652,NA
2022-09-23,4,0.5,19.2,8.31,7.95,86.2,684,NA
2022-09-23,4,0.75,18.4,7.95,5.66,60.5,696,NA
2022-10-19,4,0.5,7.4,8.36,11.76,97.7,764,NA
2022-10-19,4,0.75,7.1,8.36,11.69,96.8,764,NA
2022-10-28,4,0.5,10.5,8.28,11.23,101,767,NA
2022-10-28,4,0.75,10.1,8.05,10.08,89.7,778,NA
2023-01-23,4,0.5,3.5,8.43,23.58,178,774,NA
2023-01-23,4,0.75,3.8,7.93,19.82,151.3,789,NA
2023-02-10,4,0.5,3.4,8.01,21.31,160.6,788,NA
2023-02-10,4,0.75,3.7,7.89,20.58,156.5,803,NA
2023-02-17,4,0.5,2.9,7.76,20.54,151.2,801,NA
2023-02-17,4,0.75,4.1,7.54,18.25,141.2,826,NA
2023-03-23,4,0.5,5.5,8.5,15.32,122.6,873,NA
2023-03-23,4,0.75,5.6,8.49,15.59,124.5,873,NA
2023-03-28,4,0.5,7.9,8.05,16.79,141.6,847,NA
2023-03-28,4,0.75,7.8,8.04,16.75,141.1,847,NA
2023-04-07,4,0.5,7.4,8.59,13.03,108.5,820,NA
2023-04-07,4,0.75,7.4,8.6,13.18,109.8,820,NA
2023-04-27,4,0,10.2,8.34,16.99,151.5,972,NA
2023-04-27,4,0.5,10.2,8.27,17.15,153.2,970,NA
2023-04-27,4,0.75,10.6,8.37,17.33,156.1,928,NA
2023-05-04,4,0.5,14.9,8.5,18.22,180.7,853,NA
2023-05-04,4,0.75,14.9,8.47,19.46,190.3,851,NA
2023-05-17,4,0.5,15.4,8.32,11.29,113.4,862,NA
2023-05-17,4,0.75,15.5,8.28,12.2,122.6,858,NA
2022-06-06,5,0,20.7,8.55,9.31,104,807,NA
2022-06-06,5,0.5,20.6,8.55,9.3,103.8,807,NA
2022-06-06,5,0.75,20.7,8.55,9.32,104.1,807,NA
2022-06-06,5,1,20.7,8.54,9.32,103.2,807,NA
2022-06-06,5,1.25,20.6,8.53,9.28,103.6,807,NA
2022-06-06,5,1.5,20.6,8.52,9.27,103.5,807,NA
2022-06-06,5,1.75,20.6,8.51,9.17,102.3,807,NA
2022-06-06,5,2,20.6,8.5,9.07,101.2,807,NA
2022-06-06,5,2.25,20.6,8.49,8.91,99.3,807,NA
2022-06-06,5,2.5,20.5,8.47,8.66,96.5,806,NA
2022-06-06,5,2.75,20.4,8.42,8.06,89.6,807,NA
2022-06-06,5,3,20.4,8.33,6.88,76.3,810,NA
2022-06-09,5,0,20.7,8.47,8.63,96.4,801,NA
2022-06-09,5,0.5,20.7,8.47,8.63,96.4,801,NA
2022-06-09,5,0.75,20.7,8.47,8.63,96.3,801,NA
2022-06-09,5,1,20.6,8.47,8.61,96,801,NA
2022-06-09,5,1.25,20.6,8.47,8.61,96,801,NA
2022-06-09,5,1.5,20.6,8.46,8.58,95.6,801,NA
2022-06-09,5,1.75,20.5,8.46,8.55,95.2,801,NA
2022-06-09,5,2,20.3,8.46,8.43,93.3,800,NA
2022-06-09,5,2.25,20.1,8.43,7.82,86.2,800,NA
2022-06-09,5,2.5,20,8.4,7.31,80.3,799,NA
2022-06-13,5,0.5,20.8,8.63,10.55,118.2,781,NA
2022-06-13,5,0.75,20.8,8.63,10.58,118.4,781,NA
2022-06-13,5,1,20.8,8.63,10.61,118.7,781,NA
2022-06-13,5,1.25,20.8,8.64,10.64,118.9,781,NA
2022-06-13,5,1.5,20.7,8.64,10.7,119.5,781,NA
2022-06-13,5,1.75,20.7,8.64,10.71,119.7,781,NA
2022-06-13,5,2,20.6,8.65,10.82,120.6,782,NA
2022-06-13,5,2.25,20.5,8.63,10.61,118.1,784,NA
2022-06-13,5,2.5,20.4,8.59,10.19,113.2,786,NA
2022-06-17,5,0,24.8,8.71,9.25,111.6,767,NA
2022-06-17,5,0.5,24.8,8.71,9.26,111.8,767,NA
2022-06-17,5,0.75,24.8,8.71,9.27,112,767,NA
2022-06-17,5,1,24.7,8.7,9.28,112,767,NA
2022-06-17,5,1.25,24.7,8.7,9.28,112,768,NA
2022-06-17,5,1.5,24.7,8.7,9.28,111.8,768,NA
2022-06-17,5,1.75,24.6,8.69,9.26,111.5,769,NA
2022-06-17,5,2,24.4,8.68,9.25,110.9,770,NA
2022-06-17,5,2.25,24.3,8.67,9.14,109.6,771,NA
2022-06-17,5,2.5,24.2,8.65,8.93,106.8,771,NA
2022-06-17,5,2.75,24.2,8.63,8.66,103.6,773,NA
2022-06-20,5,0.5,24.5,8.67,10.57,126.3,758,NA
2022-06-20,5,0.75,24.5,8.67,10.51,126.3,758,NA
2022-06-20,5,1,24.5,8.67,10.54,126.5,757,NA
2022-06-20,5,1.25,24.5,8.66,10.56,126.8,757,NA
2022-06-20,5,1.5,24.4,8.65,10.5,125.6,755,NA
2022-06-20,5,1.75,24.1,8.63,10.25,122.3,754,NA
2022-06-20,5,2,24.1,8.61,10.11,120.6,755,NA
2022-06-20,5,2.25,24,8.6,9.82,117,756,NA
2022-06-20,5,2.5,23.9,8.53,8.76,104.2,760,NA
2022-06-23,5,0,26.9,8.73,11.18,140.3,744,NA
2022-06-23,5,0.5,26.6,8.73,11.28,140.7,743,NA
2022-06-23,5,0.75,26.3,8.72,11.15,138.5,745,NA
2022-06-23,5,1,26.2,8.71,11.05,137,747,NA
2022-06-23,5,1.25,26.2,8.7,11.03,136.5,747,NA
2022-06-23,5,1.5,26.1,8.7,10.98,135.8,748,NA
2022-06-23,5,1.75,26.1,8.69,10.91,135,748,NA
2022-06-23,5,2,26,8.67,10.62,131,749,NA
2022-06-23,5,2.25,26,8.62,10.17,125.5,753,NA
2022-06-23,5,2.5,25.8,8.49,8.67,106.4,758,NA
2022-06-28,5,0.5,24.8,8.81,9.85,119,731,NA
2022-06-28,5,0.75,24.8,8.81,9.87,119.2,731,NA
2022-06-28,5,1,24.8,8.81,9.88,119.3,731,NA
2022-06-28,5,1.25,24.7,8.82,9.96,120.1,730,NA
2022-06-28,5,1.5,24.7,8.82,9.97,120.3,729,NA
2022-06-28,5,1.75,24.6,8.84,10.1,121.4,726,NA
2022-06-28,5,2,24.5,8.85,10.21,122.8,725,NA
2022-06-28,5,2.25,24.5,8.85,10.22,122.6,725,NA
2022-06-28,5,2.5,24.4,8.84,10.22,122.6,725,NA
2022-07-01,5,0,25.4,8.92,10.01,122.3,728,NA
2022-07-01,5,0.5,25.4,8.92,10.03,122.5,729,NA
2022-07-01,5,0.75,25.4,8.92,10.04,122.6,729,NA
2022-07-01,5,1,25.4,8.92,10.05,122.8,729,NA
2022-07-01,5,1.25,25.4,8.92,10.05,122.8,729,NA
2022-07-01,5,1.5,25.4,8.91,10,122.2,729,NA
2022-07-01,5,1.75,25.4,8.91,10.01,122.3,730,NA
2022-07-01,5,2,25.4,8.9,9.95,121.6,731,NA
2022-07-01,5,2.25,25.4,8.89,9.9,120.9,731,NA
2022-07-01,5,2.5,25.3,8.89,9.87,120.5,731,NA
2022-07-01,5,2.75,25.3,8.88,9.84,120.1,731,NA
2022-07-05,5,0,26.3,8.86,9.56,118.7,731,NA
2022-07-05,5,0.5,26.2,8.88,9.78,121.1,731,NA
2022-07-05,5,0.75,26,8.89,9.97,122.9,729,NA
2022-07-05,5,1,25.8,8.87,9.97,122.6,731,NA
2022-07-05,5,1.25,25.7,8.86,9.91,121.6,734,NA
2022-07-05,5,1.5,25.6,8.85,9.91,121.5,735,NA
2022-07-05,5,1.75,25.6,8.83,9.75,119.5,736,NA
2022-07-05,5,2,25.6,8.83,9.66,118.4,736,NA
2022-07-05,5,2.25,25.6,8.77,7.98,97.7,739,NA
2022-07-05,5,2.5,25.3,8.31,3.88,47.2,766,NA
2022-07-07,5,0.5,26.4,8.85,9.75,121.1,730,NA
2022-07-07,5,0.75,26.2,8.84,9.73,120,732,NA
2022-07-07,5,1,25.9,8.84,9.71,119.6,733,NA
2022-07-07,5,1.25,25.8,8.84,9.72,119.5,732,NA
2022-07-07,5,1.5,25.7,8.82,9.56,118,733,NA
2022-07-07,5,1.75,25.6,8.81,9.33,114.8,734,NA
2022-07-07,5,2,25.6,8.78,9.14,112.1,736,NA
2022-07-07,5,2.25,25.6,8.63,8.46,109.1,742,NA
2022-07-07,5,2.5,25.4,8.31,6.23,76.4,760,NA
2022-07-07,5,2.75,25.3,8.11,4.5,56.2,786,NA
2022-07-11,5,0,25.1,8.76,8.95,108.8,731,NA
2022-07-11,5,0.5,25.2,8.76,9.01,109.6,731,NA
2022-07-11,5,0.75,25.1,8.76,9.03,109.8,731,NA
2022-07-11,5,1,25.1,8.76,9.03,109.8,731,NA
2022-07-11,5,1.25,25.2,8.75,9.04,109.9,731,NA
2022-07-11,5,1.5,25.2,8.75,9.03,109.8,731,NA
2022-07-11,5,1.75,25.2,8.75,9.04,109.9,731,NA
2022-07-11,5,2,25.2,8.74,9.03,109.8,731,NA
2022-07-11,5,2.25,25.2,8.74,9.02,109.7,731,NA
2022-07-11,5,2.5,25.2,8.74,9.02,109.7,731,NA
2022-07-11,5,2.75,25.2,8.73,9.01,109.6,731,NA
2022-07-13,5,0.5,25.7,8.87,9.32,114.5,726,NA
2022-07-13,5,0.75,25.7,8.87,9.35,114.7,726,NA
2022-07-13,5,1,25.7,8.87,9.35,114.8,726,NA
2022-07-13,5,1.25,25.6,8.87,9.39,115.2,726,NA
2022-07-13,5,1.5,25.6,8.86,9.41,115.3,726,NA
2022-07-13,5,1.75,25.4,8.83,9.37,114.4,729,NA
2022-07-13,5,2,25.3,8.82,9.3,113.4,730,NA
2022-07-13,5,2.25,25.3,8.81,9.26,112.8,730,NA
2022-07-13,5,2.5,25.3,8.81,9.2,112.3,730,NA
2022-07-18,5,0,26.2,8.81,10.48,129,723,NA
2022-07-18,5,0.5,26.1,8.81,10.61,131.2,723,NA
2022-07-18,5,0.75,26.2,8.81,10.6,131.4,723,NA
2022-07-18,5,1,26.1,8.81,10.67,131.8,722,NA
2022-07-18,5,1.25,26,8.82,10.72,132.4,722,NA
2022-07-18,5,1.5,26,8.82,10.77,133,722,NA
2022-07-18,5,1.75,25.5,8.82,10.61,129.9,719,NA
2022-07-18,5,2,25.4,8.81,10.29,125.6,719,NA
2022-07-18,5,2.25,25.1,8.7,8.2,100.3,720,NA
2022-07-18,5,2.5,24.9,8.59,6.88,85.3,723,NA
2022-07-21,5,0.5,25.9,8.88,8.62,106.3,713,NA
2022-07-21,5,0.75,25.9,8.87,8.63,106.4,713,NA
2022-07-21,5,1,25.9,8.87,8.63,106.4,713,NA
2022-07-21,5,1.25,25.9,8.87,8.63,106.3,713,NA
2022-07-21,5,1.5,25.9,8.87,8.63,106.4,713,NA
2022-07-21,5,1.75,25.9,8.86,8.54,105.2,713,NA
2022-07-21,5,2,25.9,8.86,8.37,102.9,712,NA
2022-07-21,5,2.25,25.8,8.85,8.29,102.1,713,NA
2022-07-21,5,2.5,25.8,8.84,8.02,98.7,712,NA
2022-07-25,5,0,26.1,8.88,8.47,104.8,716,NA
2022-07-25,5,0.5,26.1,8.87,8.51,105.3,717,NA
2022-07-25,5,0.75,26.1,8.87,8.51,105.4,717,NA
2022-07-25,5,1,26.1,8.87,8.53,105.5,717,NA
2022-07-25,5,1.25,26.1,8.87,8.54,105.6,717,NA
2022-07-25,5,1.5,26.1,8.88,8.52,105.3,717,NA
2022-07-25,5,1.75,26,8.88,8.5,105.1,716,NA
2022-07-25,5,2,26,8.87,8.49,104.9,716,NA
2022-07-25,5,2.25,26,8.87,8.49,105,716,NA
2022-07-25,5,2.5,26,8.86,8.34,102.9,715,NA
2022-07-25,5,2.75,26,8.85,8.28,102.2,715,NA
2022-07-28,5,0.5,25.9,9.03,9.15,112.7,706,NA
2022-07-28,5,0.75,25.9,9.03,9.15,112.7,706,NA
2022-07-28,5,1,25.9,9.03,9.17,113.1,706,NA
2022-07-28,5,1.25,25.9,9.04,9.21,113.5,706,NA
2022-07-28,5,1.5,25.9,9.03,9.24,113.8,706,NA
2022-07-28,5,1.75,25.9,9.03,9.23,113.8,706,NA
2022-07-28,5,2,25.9,9.03,9.25,114,705,NA
2022-07-28,5,2.25,25.9,9.03,9.28,114.2,705,NA
2022-07-28,5,2.5,25.7,9.02,9.26,113.9,705,NA
2022-08-02,5,0,25.7,8.94,9.38,115.2,710,NA
2022-08-02,5,0.5,25.7,8.93,9.46,116.2,710,NA
2022-08-02,5,0.75,25.7,8.92,9.47,116.2,710,NA
2022-08-02,5,1,25.7,8.92,9.49,116.5,710,NA
2022-08-02,5,1.25,25.7,8.92,9.51,116.7,710,NA
2022-08-02,5,1.5,25.7,8.91,9.56,117.2,711,NA
2022-08-02,5,1.75,25.6,8.89,9.7,119,712,NA
2022-08-02,5,2,25.5,8.86,9.75,119.2,713,NA
2022-08-02,5,2.25,25.5,8.85,9.69,118.6,714,NA
2022-08-02,5,2.5,25.5,8.84,9.61,117.6,715,NA
2022-08-02,5,2.75,25.5,8.81,9.29,113.4,718,NA
2022-08-04,5,0,25.8,8.87,8.47,104.3,715,NA
2022-08-04,5,0.5,25.8,8.86,8.52,104.8,716,NA
2022-08-04,5,0.75,25.8,8.86,8.55,105.1,716,NA
2022-08-04,5,1,25.7,8.59,8.59,105.5,717,NA
2022-08-04,5,1.25,25.7,8.86,8.59,105.5,717,NA
2022-08-04,5,1.5,25.6,8.91,8.63,105.5,714,NA
2022-08-04,5,1.75,25.5,8.91,8.59,105.1,711,NA
2022-08-04,5,2,25.5,8.93,9.74,106.9,709,NA
2022-08-04,5,2.25,25.5,8.93,8.85,108.3,709,NA
2022-08-04,5,2.5,25.5,8.92,8.76,107.1,710,NA
2022-08-04,5,2.75,25.5,8.92,8.76,107.1,710,NA
2022-08-12,5,0,25.1,8.8,8.52,103.5,689,NA
2022-08-12,5,0.5,25.1,8.8,8.53,103.6,689,NA
2022-08-12,5,0.75,25.1,8.8,8.53,103.6,689,NA
2022-08-12,5,1,25.1,8.8,8.52,103.5,689,NA
2022-08-12,5,1.25,25.1,8.8,8.52,103.5,690,NA
2022-08-12,5,1.5,25.1,8.8,8.52,103.5,690,NA
2022-08-12,5,1.75,25.1,8.8,8.51,103.4,690,NA
2022-08-12,5,2,25.1,8.79,8.51,103.3,689,NA
2022-08-12,5,2.25,25.1,8.79,8.52,103.4,689,NA
2022-08-12,5,2.5,25.1,8.79,8.51,103.4,689,NA
2022-08-16,5,0,23.4,8.69,8.65,101.9,716,NA
2022-08-16,5,0.5,23.4,8.69,8.65,101.8,716,NA
2022-08-16,5,0.75,23.4,8.68,8.57,100.8,716,NA
2022-08-16,5,1,23.4,8.68,8.54,100.5,716,NA
2022-08-16,5,1.25,23.2,8.66,8.32,97.6,716,NA
2022-08-16,5,1.5,23.2,8.64,8.08,94.7,716,NA
2022-08-16,5,1.75,23.1,8.62,7.85,92,717,NA
2022-08-16,5,2,23.1,8.62,7.82,91.5,717,NA
2022-08-16,5,2.25,23.1,8.61,7.71,90.2,718,NA
2022-08-16,5,2.5,23.1,8.6,7.8,91.4,717,NA
2022-08-16,5,2.75,23.1,8.62,7.76,90.2,717,NA
2022-08-18,5,0.5,24.4,8.85,10.59,127,716,NA
2022-08-18,5,0.75,24.4,8.85,10.61,127.3,716,NA
2022-08-18,5,1,24.4,8.85,10.63,127.5,716,NA
2022-08-18,5,1.25,24.4,8.85,10.64,127.6,716,NA
2022-08-18,5,1.5,24.4,8.85,10.66,127.7,715,NA
2022-08-18,5,1.75,24,8.85,10.67,127,714,NA
2022-08-18,5,2,23.5,8.81,9.88,117.2,714,NA
2022-08-18,5,2.25,23.4,8.78,9.36,111,715,NA
2022-08-18,5,2.5,23.3,8.77,9.06,106.6,715,NA
2022-09-09,5,0,22.9,8.91,10.25,119.5,612,NA
2022-09-09,5,0.5,22.9,8.9,10.27,119.8,612,NA
2022-09-09,5,0.75,22.9,8.9,10.29,120,612,NA
2022-09-09,5,1,22.9,8.9,10.3,120.1,612,NA
2022-09-09,5,1.25,22.9,8.89,10.32,120.3,612,NA
2022-09-09,5,1.5,22.9,8.89,10.32,120.2,612,NA
2022-09-09,5,1.75,22.9,8.89,10.25,119.5,612,NA
2022-09-09,5,2,22.7,8.79,9.06,105.1,614,NA
2022-09-09,5,2.25,22.3,8.53,5.69,65.2,620,NA
2022-09-09,5,2.5,22.2,8.32,4.08,47.2,626,NA
2022-09-23,5,0.5,19.6,8.61,8.38,91.7,683,NA
2022-09-23,5,0.75,19.6,8.61,8.37,91.5,683,NA
2022-09-23,5,1,19.6,8.61,8.37,91.6,683,NA
2022-09-23,5,1.25,19.6,8.61,8.37,91.6,683,NA
2022-09-23,5,1.5,19.6,8.61,8.37,91.6,683,NA
2022-09-23,5,1.75,19.6,8.6,8.35,91.4,683,NA
2022-09-23,5,2,19.6,8.6,8.35,91.4,683,NA
2022-09-23,5,2.25,19.6,8.6,8.35,91.3,683,NA
2022-09-23,5,2.5,19.6,8.59,8.3,90.7,683,NA
2022-10-19,5,0.5,6.7,8.4,11.78,96.5,730,NA
2022-10-19,5,0.75,6.7,8.39,11.81,96.7,730,NA
2022-10-19,5,1,6.7,8.38,11.82,96.8,730,NA
2022-10-19,5,1.25,6.7,8.38,11.81,96.7,730,NA
2022-10-19,5,1.5,6.7,8.39,11.81,96.7,730,NA
2022-10-19,5,1.75,6.7,8.43,12.05,98.6,729,NA
2022-10-19,5,2,6.7,8.41,12.01,98.3,729,NA
2022-10-19,5,2.25,6.7,8.4,11.93,97.8,730,NA
2022-10-19,5,2.5,6.7,8.41,11.9,97.4,729,NA
2022-10-28,5,0.5,11.6,8.54,11.77,108.3,745,NA
2022-10-28,5,0.75,11.5,8.54,11.87,109.1,744,NA
2022-10-28,5,1,11.2,8.56,12.12,110.4,743,NA
2022-10-28,5,1.25,11.1,8.58,12.27,111.7,743,NA
2022-10-28,5,1.5,11.1,8.59,12.38,112.5,742,NA
2022-10-28,5,1.75,11.1,8.59,12.47,113.6,743,NA
2022-10-28,5,2,10.9,8.54,11.97,108.6,744,NA
2022-10-28,5,2.25,10.9,8.56,12.12,109.8,743,NA
2022-10-28,5,2.5,10.9,8.52,11.77,106.7,744,NA
2023-01-23,5,0.5,3.4,8.43,17.65,132.7,755,NA
2023-01-23,5,0.75,3.7,8.55,18.06,137,800,NA
2023-01-23,5,1,4,8.62,17.89,136.9,809,NA
2023-01-23,5,1.25,4.2,8.6,17.58,135.2,815,NA
2023-01-23,5,1.5,4.2,8.51,16.93,130.4,833,NA
2023-01-23,5,1.75,4.1,8.53,16.96,130.1,846,NA
2023-01-23,5,2,3.9,8.42,16.46,126,870,NA
2023-01-23,5,2.25,3.9,8.28,15.11,115.4,904,NA
2023-01-23,5,2.5,4.1,7.96,11.18,86.4,940,NA
2023-01-23,5,2.75,4.3,7.81,7.19,55.7,985,NA
2023-02-10,5,0.5,3.2,8.45,19.23,143.9,803,NA
2023-02-10,5,0.75,4.3,8.23,15.43,119.4,833,NA
2023-02-10,5,1,4.7,8.09,13.36,104.5,850,NA
2023-02-10,5,1.25,4.9,7.96,11.29,88.6,873,NA
2023-02-10,5,1.5,4.8,7.99,11.18,87.1,886,NA
2023-02-10,5,1.75,4.6,8.03,11.62,90.3,893,NA
2023-02-10,5,2,4.5,8.06,12.32,95.1,906,NA
2023-02-10,5,2.25,4.4,7.97,11.2,87.1,923,NA
2023-02-10,5,2.5,4.5,7.77,7.8,61.2,940,NA
2023-02-10,5,2.75,4.8,7.69,5.71,44.7,991,NA
2023-02-17,5,0.5,3.1,7.82,15.73,118.3,817,NA
2023-02-17,5,0.75,4.4,7.77,14.6,113.4,841,NA
2023-02-17,5,1,5,7.76,13.41,105.1,866,NA
2023-02-17,5,1.25,5.1,7.71,12.31,97.1,877,NA
2023-02-17,5,1.5,5.2,7.62,11.06,88,894,NA
2023-02-17,5,1.75,5.2,7.61,10.65,84.1,899,NA
2023-02-17,5,2,5.1,7.55,10.04,79.1,914,NA
2023-02-17,5,2.25,5,7.51,9.6,76.1,923,NA
2023-02-17,5,2.5,4.6,7.46,8.65,67.8,954,NA
2023-03-23,5,0.5,5.1,8.5,14.32,112.6,867,NA
2023-03-23,5,0.75,5,8.49,14.35,112.7,867,NA
2023-03-23,5,1,5.1,8.46,14.37,112.8,867,NA
2023-03-23,5,1.25,5.1,8.46,14.37,113.1,867,NA
2023-03-23,5,1.5,5.1,8.45,14.37,113,867,NA
2023-03-23,5,1.75,5.1,8.45,14.38,113.1,867,NA
2023-03-23,5,2,5,8.45,14.39,113.1,867,NA
2023-03-23,5,2.25,5.1,8.44,14.39,113.2,867,NA
2023-03-23,5,2.5,5,8.44,14.43,113.3,866,NA
2023-03-28,5,0.5,5.7,8.61,14.26,114.3,852,NA
2023-03-28,5,0.75,5.7,8.44,14.32,114.5,853,NA
2023-03-28,5,1,5.7,8.37,14.33,114.5,854,NA
2023-03-28,5,1.25,5.6,8.34,14.33,114.4,854,NA
2023-03-28,5,1.5,5.6,8.3,14.33,114.3,853,NA
2023-03-28,5,1.75,5.6,8.29,14.34,114.2,855,NA
2023-03-28,5,2,5.5,8.27,14.33,114,855,NA
2023-03-28,5,2.25,5.5,8.27,14.32,113.7,855,NA
2023-03-28,5,2.5,5.4,8.26,14.4,114.2,855,NA
2023-04-07,5,0.5,7.4,8.34,12.44,103.8,828,NA
2023-04-07,5,0.75,7.4,8.33,12.46,103.8,828,NA
2023-04-07,5,1,7.4,8.32,12.49,104.2,828,NA
2023-04-07,5,1.25,7.4,8.31,12.46,103.9,828,NA
2023-04-07,5,1.5,7.4,8.32,12.51,104.2,828,NA
2023-04-07,5,1.75,7.3,8.32,12.58,104.7,829,NA
2023-04-07,5,2,7.3,8.32,12.63,105,829,NA
2023-04-07,5,2.25,7.2,8.34,12.74,105.5,831,NA
2023-04-07,5,2.5,7.2,8.34,12.8,106.1,831,NA
2023-04-27,5,0,10.2,8.35,11.7,104.3,866,NA
2023-04-27,5,0.5,10.2,8.31,11.72,104.5,866,NA
2023-04-27,5,0.75,10.2,8.3,11.74,104.7,866,NA
2023-04-27,5,1,10.2,8.3,11.75,104.7,866,NA
2023-04-27,5,1.25,10.1,8.3,11.75,104.8,866,NA
2023-04-27,5,1.5,10.2,8.31,11.76,104.8,866,NA
2023-04-27,5,1.75,10.1,8.31,11.77,104.9,866,NA
2023-04-27,5,2,10.2,8.31,11.77,104.9,866,NA
2023-04-27,5,2.25,10.1,8.31,11.82,105.3,866,NA
2023-04-27,5,2.5,10.1,8.31,11.83,105.2,866,NA
2023-05-04,5,0.5,11.7,8.18,11.61,107.3,873,NA
2023-05-04,5,0.75,11.7,8.17,11.61,107.3,873,NA
2023-05-04,5,1,11.7,8.16,11.62,107.4,873,NA
2023-05-04,5,1.25,11.7,8.15,11.62,107.3,874,NA
2023-05-04,5,1.5,11.5,8.14,11.65,107.2,873,NA
2023-05-04,5,1.75,11,8.16,11.78,107,874,NA
2023-05-04,5,2,10.7,8.16,11.85,106.9,871,NA
2023-05-04,5,2.25,10.6,8.13,11.87,106.9,872,NA
2023-05-04,5,2.5,10.6,8.12,11.94,107.5,871,NA
2023-05-17,5,0.5,17.4,7.88,10.29,107.9,866,NA
2023-05-17,5,0.75,17.4,7.83,10.31,107.9,866,NA
2023-05-17,5,1,17.4,7.82,10.28,107.6,866,NA
2023-05-17,5,1.25,17.4,7.8,10.28,107.6,866,NA
2023-05-17,5,1.5,17.3,7.8,10.27,107.3,867,NA
2023-05-17,5,1.75,17.2,7.8,10.33,107.6,867,NA
2023-05-17,5,2,17.2,7.8,10.4,108.2,866,NA
2023-05-17,5,2.25,17.1,7.81,10.58,109,866,NA
2023-05-17,5,2.5,17.1,7.8,10.6,110.1,866,NA
2022-06-06,6,0,20.7,8.58,9.61,107.4,794,NA
2022-06-06,6,0.5,20.7,8.57,9.67,108.2,794,NA
2022-06-06,6,0.75,20.7,8.58,9.81,109.7,793,NA
2022-06-06,6,1,20.7,8.58,9.96,110.9,791,NA
2022-06-06,6,1.25,20.7,8.58,10.05,112.1,790,NA
2022-06-06,6,1.5,20.6,8.58,10.26,114.4,785,NA
